timestamp,turbine_id,wind_speed,wind_direction,power_output,source_file
2022-03-02T07:00:00.000Z,1,13.8,187.0,4.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T08:00:00.000Z,1,9.6,129.0,4.1,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T09:00:00.000Z,1,11.4,157.0,1.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T10:00:00.000Z,1,13.5,314.0,3.6,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T11:00:00.000Z,1,13.5,195.0,2.6,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T12:00:00.000Z,1,14.3,239.0,2.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T13:00:00.000Z,1,10.7,42.0,2.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T14:00:00.000Z,1,12.0,239.0,2.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T15:00:00.000Z,1,13.2,121.0,4.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T16:00:00.000Z,1,12.2,2.0,2.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T17:00:00.000Z,1,9.0,194.0,2.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T18:00:00.000Z,1,12.8,50.0,4.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T19:00:00.000Z,1,9.4,102.0,4.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T20:00:00.000Z,1,10.6,256.0,3.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T21:00:00.000Z,1,9.5,82.0,3.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T22:00:00.000Z,1,9.4,18.0,2.6,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-02T23:00:00.000Z,1,14.1,42.0,4.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T00:00:00.000Z,1,9.3,342.0,3.1,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T01:00:00.000Z,1,9.8,134.0,2.1,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T02:00:00.000Z,1,11.5,152.0,2.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T03:00:00.000Z,1,13.1,80.0,1.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T04:00:00.000Z,1,13.6,305.0,3.6,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T05:00:00.000Z,1,13.9,94.0,3.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T06:00:00.000Z,1,12.4,358.0,2.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T07:00:00.000Z,1,10.5,225.0,2.6,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T08:00:00.000Z,1,11.6,282.0,3.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T09:00:00.000Z,1,12.2,119.0,2.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T10:00:00.000Z,1,9.2,353.0,2.1,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T11:00:00.000Z,1,12.4,246.0,2.1,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T12:00:00.000Z,1,10.2,189.0,3.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T13:00:00.000Z,1,11.8,251.0,4.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T14:00:00.000Z,1,14.7,98.0,2.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T15:00:00.000Z,1,11.9,306.0,3.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T16:00:00.000Z,1,10.6,301.0,3.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T17:00:00.000Z,1,14.8,25.0,1.6,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T18:00:00.000Z,1,14.4,20.0,2.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T19:00:00.000Z,1,12.0,68.0,3.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T20:00:00.000Z,1,12.3,50.0,4.1,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T21:00:00.000Z,1,12.5,232.0,4.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T22:00:00.000Z,1,9.8,307.0,3.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-03T23:00:00.000Z,1,11.5,230.0,1.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T00:00:00.000Z,1,9.1,289.0,3.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T01:00:00.000Z,1,14.1,34.0,1.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T02:00:00.000Z,1,14.4,305.0,2.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T03:00:00.000Z,1,12.3,237.0,4.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T04:00:00.000Z,1,13.8,38.0,4.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T05:00:00.000Z,1,12.2,286.0,1.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T06:00:00.000Z,1,14.2,192.0,2.8,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T07:00:00.000Z,1,9.9,70.0,3.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T08:00:00.000Z,1,11.7,277.0,1.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T09:00:00.000Z,1,9.2,138.0,1.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T10:00:00.000Z,1,10.8,226.0,2.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T11:00:00.000Z,1,15.0,83.0,4.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T12:00:00.000Z,1,10.6,143.0,3.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T13:00:00.000Z,1,10.9,188.0,1.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T14:00:00.000Z,1,12.0,72.0,4.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T15:00:00.000Z,1,11.8,157.0,3.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T16:00:00.000Z,1,10.5,228.0,3.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T17:00:00.000Z,1,13.4,37.0,2.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T18:00:00.000Z,1,12.9,308.0,2.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T19:00:00.000Z,1,11.5,280.0,4.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T20:00:00.000Z,1,9.4,126.0,3.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T21:00:00.000Z,1,10.0,130.0,1.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T22:00:00.000Z,1,12.6,40.0,4.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-04T23:00:00.000Z,1,11.4,327.0,3.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T00:00:00.000Z,1,9.8,316.0,3.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T01:00:00.000Z,1,13.7,24.0,4.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T02:00:00.000Z,1,12.8,15.0,2.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T03:00:00.000Z,1,13.5,51.0,2.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T04:00:00.000Z,1,9.7,125.0,2.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T05:00:00.000Z,1,11.5,242.0,3.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T06:00:00.000Z,1,9.8,248.0,3.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T07:00:00.000Z,1,9.1,17.0,3.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T08:00:00.000Z,1,11.7,213.0,3.8,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T09:00:00.000Z,1,13.3,189.0,3.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T10:00:00.000Z,1,12.9,213.0,3.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T11:00:00.000Z,1,14.8,209.0,3.8,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T12:00:00.000Z,1,10.4,7.0,3.8,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T13:00:00.000Z,1,13.7,201.0,3.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T14:00:00.000Z,1,10.6,2.0,2.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T15:00:00.000Z,1,13.8,73.0,2.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T16:00:00.000Z,1,13.0,32.0,2.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T17:00:00.000Z,1,10.8,47.0,3.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T18:00:00.000Z,1,12.6,162.0,4.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T19:00:00.000Z,1,14.8,328.0,3.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T20:00:00.000Z,1,11.2,134.0,3.6,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T21:00:00.000Z,1,14.0,347.0,1.6,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T22:00:00.000Z,1,12.4,50.0,3.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-05T23:00:00.000Z,1,12.5,120.0,3.6,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T00:00:00.000Z,1,11.0,80.0,3.1,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T01:00:00.000Z,1,9.9,66.0,2.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T02:00:00.000Z,1,9.4,61.0,3.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T03:00:00.000Z,1,14.3,248.0,1.6,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T04:00:00.000Z,1,10.4,180.0,4.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T05:00:00.000Z,1,12.8,144.0,3.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T06:00:00.000Z,1,12.4,237.0,3.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T07:00:00.000Z,1,10.3,307.0,2.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T08:00:00.000Z,1,14.5,72.0,2.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T09:00:00.000Z,1,14.7,12.0,2.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T10:00:00.000Z,1,11.4,324.0,3.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T11:00:00.000Z,1,14.1,209.0,2.8,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T12:00:00.000Z,1,11.0,304.0,4.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T13:00:00.000Z,1,13.5,161.0,4.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T14:00:00.000Z,1,9.4,262.0,2.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T15:00:00.000Z,1,12.5,180.0,1.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T16:00:00.000Z,1,10.4,263.0,3.8,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T17:00:00.000Z,1,14.1,143.0,1.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T18:00:00.000Z,1,12.9,4.0,3.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T19:00:00.000Z,1,14.4,153.0,1.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T20:00:00.000Z,1,9.0,342.0,2.1,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T21:00:00.000Z,1,10.4,349.0,3.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T22:00:00.000Z,1,11.0,53.0,4.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-06T23:00:00.000Z,1,9.9,175.0,3.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T00:00:00.000Z,1,12.3,101.0,4.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T01:00:00.000Z,1,11.4,288.0,4.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T02:00:00.000Z,1,9.8,185.0,3.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T03:00:00.000Z,1,13.4,96.0,3.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T04:00:00.000Z,1,9.7,44.0,2.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T05:00:00.000Z,1,13.9,256.0,3.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T06:00:00.000Z,1,10.3,349.0,4.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T07:00:00.000Z,1,13.5,139.0,2.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T08:00:00.000Z,1,9.1,3.0,2.8,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T09:00:00.000Z,1,12.1,358.0,4.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T10:00:00.000Z,1,13.2,156.0,2.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T11:00:00.000Z,1,14.0,273.0,4.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T12:00:00.000Z,1,12.1,207.0,2.8,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T13:00:00.000Z,1,10.0,272.0,3.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T14:00:00.000Z,1,9.2,31.0,3.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T15:00:00.000Z,1,13.1,119.0,2.8,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T16:00:00.000Z,1,9.4,141.0,3.1,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T17:00:00.000Z,1,14.8,193.0,4.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T18:00:00.000Z,1,13.7,289.0,1.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T19:00:00.000Z,1,11.6,338.0,3.8,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T20:00:00.000Z,1,13.6,101.0,2.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T21:00:00.000Z,1,11.5,132.0,2.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T22:00:00.000Z,1,9.6,74.0,4.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-07T23:00:00.000Z,1,13.9,218.0,3.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T00:00:00.000Z,1,12.9,306.0,3.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T01:00:00.000Z,1,14.1,153.0,2.1,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T02:00:00.000Z,1,10.1,185.0,2.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T03:00:00.000Z,1,10.2,284.0,3.8,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T04:00:00.000Z,1,9.6,329.0,4.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T05:00:00.000Z,1,10.9,253.0,2.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T06:00:00.000Z,1,14.6,252.0,2.8,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T07:00:00.000Z,1,14.7,225.0,2.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T08:00:00.000Z,1,9.1,153.0,4.3,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T09:00:00.000Z,1,12.6,267.0,4.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T10:00:00.000Z,1,12.6,163.0,3.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T11:00:00.000Z,1,12.7,252.0,2.9,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T12:00:00.000Z,1,10.0,195.0,3.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T13:00:00.000Z,1,11.0,57.0,3.1,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T14:00:00.000Z,1,14.2,217.0,4.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T15:00:00.000Z,1,10.5,95.0,4.4,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T16:00:00.000Z,1,14.3,143.0,3.6,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T17:00:00.000Z,1,11.5,295.0,2.8,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T18:00:00.000Z,1,10.6,39.0,2.5,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T19:00:00.000Z,1,10.9,204.0,3.6,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T20:00:00.000Z,1,14.4,210.0,4.1,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T21:00:00.000Z,1,13.8,192.0,1.7,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T22:00:00.000Z,1,14.8,297.0,4.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-08T23:00:00.000Z,1,13.2,91.0,2.0,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
2022-03-09T00:00:00.000Z,1,12.3,51.0,2.2,file:///C:/Users/cheek/Projects/colibri_assessment/data/raw_data/data_group_1.csv
